,text,label
757," Did #Lincoln win the presidency on the brand new #Republican ticket in 1860 with 39.8% in a 4-way race?  Did he take a #Democrat, Andrew Johnson as running mate in 1864?  C'mon show your knowledge Palmer! Well, then if you know this much, what's the blabbing about?🙄  #UBI+#VAT!  ","['lincoln', 'republican', 'democrat', 'ubi', 'vat']"
758, McCarthy's propaganda is a diversion from the evil at the core of #Republican dogma. #JoeBiden and the #Democrats acted to save American lives. They created programs to give Americans the help they needed in a time of economic disaster. The #GOP would have let them die.,"['republican', 'joebiden', 'democrats', 'gop']"
760,Yep that sums up the #Republican Crazies these days !,['republican']
761,Three  #Republican governors vetoed anti-trans bills. Here's why.   via ,['republican']
762," .#patriotismcrisis in the #gop, yes! ‘in the war between Ukraine &amp; Russia, between Western freedom &amp; authoritarian aggression, Donald #Trump is on the anti-American side he's former president, but not only that Trump is the leader of the #Republican Party TODAY! ","['patriotismcrisis', 'gop', 'trump', 'republican', 'putinpricehike']"
763,Melania Trump is trending  These  Ex Sex Workers keep popping up with the new #Republican party   #Tuesday  ,"['republican', 'tuesday', 'family']"
764," If you really cared about education, you’d ban the #Bible as it is filled with sex and violence. You also wouldn’t make uneducated comments like this and focus on supporting #Teachers not making them the enemy. But that’s a #Republican problem, everyone is their enemy.","['bible', 'teachers', 'republican']"
765,Russia must be isolated AND held back.  The entire western financial system depends upon it. Both Dollar $ and Euro €   #Ukraine #Washington #Republican #GOP #Democrats #Biden #NATO #EU #France #Germany #Scholz #London ,"['ukraine', 'washington', 'republican', 'gop', 'democrats', 'biden', 'nato', 'eu', 'france', 'germany', 'scholz', 'london', 'johnson']"
766,#Republican politicians always play these silly Games - Just stupid #Hypocrites that say anything to excite their bases - #MAGA &amp; #Republican  #GOP play Games but do NOT talk Policies. As their Policies are terrible for #Americans. #Fascist #Tuesday ,"['republican', 'hypocrites', 'maga', 'republican', 'gop', 'americans', 'fascist', 'tuesday', 'women']"
767,*Me waiting for the rest of my fellow #Americans to wake up &amp; realize that both #Republican &amp; #Democrat parties have been playing us all for fools for over a century*  ,"['americans', 'republican', 'democrat']"
768," You  must realize that you cannot save the  from its self-destructive path. Because you still call yourself a #Republican, you will go down with them. Show your bravery and change parties...do not be a part of the ","['republican', 'gopfascistplotagainstamerica']"
769,#Russian Butchers destroy everything &amp; Everyone!   #Putin's vile Mass Murderers have destroyed the lives of Millions of good people including #seniors #Kids &amp; #women   #Tuesday #Republican #MAGA ,"['russian', 'putin', 'seniors', 'kids', 'women', 'tuesday', 'republican', 'maga', 'tuesdayfeeling']"
770,#Florida legislative leaders decide to let Gov #RonDeSantis take lead on drawing new US House map during special session; DeSantis vetoed map previously drawn by #Republican legislators  -Southern politics at ChickenFriedPolitics.com-  ,"['florida', 'rondesantis', 'republican']"
771,#VotingRights groups in #Georgia meeting Tuesday to plot strategy to overcome new restrictions on voting enacted by #Republican legislators    -Southern politics are on the menu at ChickenFriedPolitics.com-   ,"['votingrights', 'georgia', 'republican']"
772,#Trump endorsing Dr Oz is the opposite of what a true #Republican  would do. I never care or pay attention to endorsements but this one infuriates me. #rhino alert?,"['trump', 'republican', 'rhino']"
773, It’s simple vote #Republican if:  You want no Health Care  Low paying jobs with no benefits &amp; long hours  Huge Tax Cuts for the wealthy  Increase your City &amp; County Taxes  To pay more at gas pump while GOP wealthy elites price gouge  Crappy Schools &amp; Book Bans  ,['republican']
774,But the government cares for us! I simply cannot understand the statists anymore after such an extreme abuse of power lately.  #USA #abuseofpower #government #Free #Republican #Libertarian #China       ,"['usa', 'abuseofpower', 'government', 'free', 'republican', 'libertarian', 'china']"
775,It’s simple vote #Republican if:  You want no Health Care  Low paying jobs with no benefits &amp; long hours  Huge Tax Cuts for the wealthy  Increase your City &amp; County Taxes  To pay more at gas pump while GOP wealthy elites price gouge  Crappy Schools &amp; Book Bans  ,['republican']
776,Senior #Republican seeks an #experienced #attorney to serve on #Senate #Committee. Job referral #227661  ,"['republican', 'experienced', 'attorney', 'senate', 'committee']"
777," ‘in the  war between Ukraine and #Russia, between Western freedom and authoritarian aggression, Donald #Trump is on the anti-American side he's the former president, but not only that Trump is the leader of the #Republican Party TODAY’","['russia', 'trump', 'republican']"
778," Let’s see #Arizona had 5 official Republican audits, one by the AG &amp; one by a hired #Republican sham firm #CyberNinjas to review EVERY Ballot. Guess what #Biden ended up getting more votes &amp; #Trump lost votes. Stop perpetuating myths &amp; undermining our ","['arizona', 'republican', 'cyberninjas', 'biden', 'trump', 'democracy']"
779,This is a great interview with Zelenskyy. We in America need leaders like this and not leaders trying legitimize the latest popular deviancy #congress #republican #politics #trump #trump2024    ,"['congress', 'republican', 'politics', 'trump', 'trump2024']"
780,"If you don't see the Trump family corruption, that's because you agree with it.  Care to comment?    Or any #Republican who doesn’t have the balls to stand up to Trump? Which is most of them.  #VoteBlue2022    ","['republican', 'voteblue2022']"
781,This is almost a documentary ,['republican']
782,It is because they lack any merit to their ideas. #republican ,"['republican', 'politics']"
783,Evidence of the wisdom of democrats. What is next on their road to their socialist utopia? Remember this on election day. #congress #trump #republican ,"['congress', 'trump', 'republican', 'politics']"
784,#HunterBiden IS NOTHING COMPARED TO #KushnersLaptop #JaredKushner SAUDI BRIBE OF 2 BILLION. #Republican #Republicans #GOP #MAGA #America #Americans #DC #Demcocrat #Democrats   ,"['hunterbiden', 'kushnerslaptop', 'jaredkushner', 'republican', 'republicans', 'gop', 'maga', 'america', 'americans', 'dc', 'demcocrat', 'democrats']"
785," If you really wanna insult  a #Democrat, just call them a #republican said once set loud I’m a Democrat and I’m proud ","['democrat', 'republican', 'goptraitorstodemocracy']"
786,Why vote over bipartisan infrastructure package has become front and center in increasingly bitter #WestVirginia #Republican US House battle between incumbents #DavidMcKinley &amp; #AlexMooney   -Southern politics at ChickenFriedPolitics.com-   ,"['westvirginia', 'republican', 'davidmckinley', 'alexmooney']"
787,May ALL 58 #Republican #women #Senators get pregnant,"['republican', 'women', 'senators']"
788,", #Republican con man, just like #Trump 👇🏾🐀👇🏾😢😡","['republican', 'trump']"
789,#Opinion | This #SupremeCourt #battle was a #Republican #self -#defeat - ⁦⁩  #Excellent #analysis of the #JusticeKBJ #confirmation #hearings!   ,"['opinion', 'supremecourt', 'battle', 'republican', 'self', 'defeat', 'excellent', 'analysis', 'justicekbj', 'confirmation', 'hearings']"
790,#Kushner #JaredKushner  GETS 2 BILLIONS. THATS BILLIONS FROM #SaudiArabia. WHERE IS THE #MAGA #GOP #Republican OUTRAGE OVER THAT???  #VetsResist #Democrats #Iowa  #Democrat #NewYork #Florida #TheVillages #HunterBiden  ,"['kushner', 'jaredkushner', 'saudiarabia', 'maga', 'gop', 'republican', 'vetsresist', 'democrats', 'iowa', 'democrat', 'newyork', 'florida', 'thevillages', 'hunterbiden']"
792,"The #COVID debate is over, the facts are in: #Democrat run states like  #NewYork were very wrong, #Republican run states #Florida were right   ","['covid', 'democrat', 'newyork', 'republican', 'florida']"
793,"   Name for me ONE #Republican President that has come ANYWHERE close to a balanced #Budget …come on Tom, let’s hear it???","['republican', 'budget']"
794,"It's a scientific fact sperm determines whether a baby will be born a boy or a girl, and in keeping with #Republican NFL Player Herschel Walker's ""Man in the Mirror"" comment, maybe those #Republicans against both the #LGBTQ and #science should really look at the reflection!🤨","['republican', 'republicans', 'lgbtq', 'science']"
795,#Republican #Party at its ,"['republican', 'party', 'finest']"
796," Wait right there, Other countries are not laughing at US They are laughing at the #Republican Party! There’s a difference.",['republican']
797,Current Status of #Republican #Party   #TRUMP #LOSERS  ,"['republican', 'party', 'trump', 'losers']"
798,"Liz Cheney is true to her politics. She's not changed her #Conservative stance, yet she teases out the knots her party's propagandists have tangled in Democratic arguments. These are #Republican witness, believers and even members of his family. #FondledRUMP's goose is ","['conservative', 'republican', 'fondledrump', 'cooked']"
799,When will #Republican Leaders start speaking out against Central Bank Digital Currencies?,['republican']
800, SHARE✊🏾🇺🇸 IS  THIS YOUR DEFINITION OF UNITY IN OUR ANCESTORS COUNTRY pre/post #USA ? #SecureTheTribe #SaveMasonTN #AB3121 The Office of New Americans #GRACEMENG #DEMOCRAT #REPUBLICAN #USA PRO #REPARATIONS ( #LINEAGE ONLY) &amp; #IMMIGRATION MORATORIUM #NBA    ,"['usa', 'securethetribe', 'savemasontn', 'ab3121', 'gracemeng', 'democrat', 'republican', 'usa', 'reparations', 'lineage', 'immigration', 'nba']"
801,   #Kentucky #USA  why is this happening! #GOP ,"['kentucky', 'usa', 'gop', 'republican']"
802,"While ANY #Republican remains in office, WE WILL #RESIST! #RainFishGraphics is dedicated to offering pro-#democracy designs to counter #RightWing #propaganda. #Tshirts, #Sweatshirts &amp; More Available @   ✊🇺🇸🌊 #ResistanceUnited! #FactsMatter! #BLUEWAVE2022!  ","['republican', 'resist', 'rainfishgraphics', 'democracy', 'rightwing', 'propaganda', 'tshirts', 'sweatshirts', 'resistanceunited', 'factsmatter', 'bluewave2022']"
803,"#guncontrol #NRA #idiocracy  #stupidity #progressives #Democrat #Republican #Independent #Conservatives #OptimisticallyPesimistic #LGB #ElonMusk  #JoeRogan #media #ELONONE  Biden, shoot both barrels of double barrel shot gun in the air, now your a target?  ","['guncontrol', 'nra', 'idiocracy', 'stupidity', 'progressives', 'democrat', 'republican', 'independent', 'conservatives', 'optimisticallypesimistic', 'lgb', 'elonmusk', 'joerogan', 'media', 'elonone']"
804,  They will build up the size of the 2022 #Republican #landslide in advance so they'll be able to say it's #notasbadasprojected. Just like #Bidenhadcoattails in 2020.,"['republican', 'landslide', 'notasbadasprojected', 'bidenhadcoattails']"
805,CORRUPT CRIMINAL DIRTY OIL SHEIK MONEY  Thanks God the nightmare #Trump era is stopped !  #JaredKushner  #SteveMnuchin #SaudiArabia #MSNBC #JaredKushner #DonaldTrump #DonaldTrumpJr #IvankaTrump #Republicans #RepublicanRacism #Republican #usa   ,"['trump', 'jaredkushner', 'stevemnuchin', 'saudiarabia', 'msnbc', 'jaredkushner', 'donaldtrump', 'donaldtrumpjr', 'ivankatrump', 'republicans', 'republicanracism', 'republican', 'usa']"
806," Are #Republican  () candidates saying they can’t win elections on their own merits, therefore an endorsement from #Trump is needed","['republican', 'trump']"
807,BREAKING NEWS  #Republican Win #Florida #2022Elections   ,"['republican', 'florida', '2022elections']"
808,"""A #Republican local elections official in #Virginia has resigned after being accused of posting a #racist tirade on #Facebook""     ","['republican', 'virginia', 'racist', 'facebook']"
809,". Please stop donating money to pretend you support an anti-gay, anti-groomer, anti-pedophile bill, Mark. You are quite literally a gay pedophile who was caught grooming children. Not the best time to be hypocritical, Mark.   #Republican ","['republican', 'corruption']"
810,Here’s How the  Can Move Beyond #TheTrumpismBeast By Following #Republican  #DONews   ⁦⁩     ,"['thetrumpismbeast', 'republican', 'donews']"
811,#WhateverItTakes the campaign slogan of some #republican #candidates as well #RussianSoldiers  ,"['whateverittakes', 'republican', 'candidates', 'russiansoldiers', 'pennsylvania']"
812,"""I'm the "" (or maybe ""I'm a #Republican Governor"") Stressed Drivers, Lots of Guns: An Explosion in Road Rage Shootings  ",['republican']
813,#BLM #BlackTwitter  #idiocracy  #stupidity #progressives #Democrat #Republican #Independent #Conservatives #OptimisticallyPesimistic #LGB #ElonMusk  #JoeRogan #media  New mansions needed for BLM leadership?  ,"['blm', 'blacktwitter', 'idiocracy', 'stupidity', 'progressives', 'democrat', 'republican', 'independent', 'conservatives', 'optimisticallypesimistic', 'lgb', 'elonmusk', 'joerogan', 'media']"
814,     It isn’t “the government” that hasn’t funded it.  #Republicans and  and  refused to vote “yes” to continue it.   Email and call your #Republican US House and US Senate members and tell them to STOP blocking #JoeBiden’s help!    ,"['republicans', 'republican', 'joebiden']"
815,#illegalimmigration  #idiocracy  #stupidity #progressives #Democrat #Republican #Independent #Conservatives #OptimisticallyPesimistic #LGB #ElonMusk  #JoeRogan #media #ELONONE  The big lie on illegal immigration?  ,"['illegalimmigration', 'idiocracy', 'stupidity', 'progressives', 'democrat', 'republican', 'independent', 'conservatives', 'optimisticallypesimistic', 'lgb', 'elonmusk', 'joerogan', 'media', 'elonone']"
816,#inflation  #progressives #Democrat #Republican #Independent #Conservatives #OptimisticallyPesimistic #LGB #ElonMusk  #JoeRogan #media #fentynal #Crime  No good deed ever goes unpunished?  ,"['inflation', 'progressives', 'democrat', 'republican', 'independent', 'conservatives', 'optimisticallypesimistic', 'lgb', 'elonmusk', 'joerogan', 'media', 'fentynal', 'crime']"
817,"#Arizona #Republican Trump-endorsed Arizona gubernatorial candidate Kari Lake says she would fine airlines $1,000 for making passengers wear masks  ","['arizona', 'republican']"
818,"#COVID19 #parent #education #educational #idiocracy  #stupidity #progressives #Democrat #Republican #Independent #Conservatives #OptimisticallyPesimistic #LGB #ElonMusk  #JoeRogan #media  With experts like this, who needs morons?  ","['covid19', 'parent', 'education', 'educational', 'idiocracy', 'stupidity', 'progressives', 'democrat', 'republican', 'independent', 'conservatives', 'optimisticallypesimistic', 'lgb', 'elonmusk', 'joerogan', 'media']"
819,#woke #parent #education #educational #idiocracy  #stupidity #progressives #Democrat #Republican #Independent #Conservatives #OptimisticallyPesimistic #LGB #ElonMusk  #JoeRogan #media  What ever happened to common sense?  ,"['woke', 'parent', 'education', 'educational', 'idiocracy', 'stupidity', 'progressives', 'democrat', 'republican', 'independent', 'conservatives', 'optimisticallypesimistic', 'lgb', 'elonmusk', 'joerogan', 'media']"
820,This #SCOTUS battle was a #Republican self-defeat: Conservatives have already achieved their strategic objective in the war for the Supreme Court. But they tried to bloody #KetanjiBrownJackson's reputation anyway.    by  via   ,"['scotus', 'republican', 'ketanjibrownjackson']"
821,  announced a $10.1 BILLION profit in the first quarter (a new record) this year after a $6 BILLION profit last quarter.  Tell us how this is Biden’s fault?  Another #Republican #Communist advocating against a free-market economy.,"['republican', 'communist']"
822,"#COVID tests and #vaccines are still free in #NewYork.    If you have to pay for yours elsewhere, or you get infected by someone who couldn’t afford one, thank a #Republican.  #omicron #ba2 #BA2variant ","['covid', 'vaccines', 'newyork', 'republican', 'omicron', 'ba2', 'ba2variant', 'ba2']"
823,Incoming from Avi Woolf: Make the 1920s Great Again? A Superficially Appealing Story of The Republican Party  #Republican #RepublicanParty  ,"['republican', 'republicanparty']"
824,". earlier this year donated $125,000 to  &amp; $65,000 to a committee that helps elect #Republican #StateSenators, according to #CampaignFinance filings released yesterday.   ","['republican', 'statesenators', 'campaignfinance']"
826,"  #TrumpScrewedUs! 8 TRILLION of debt and 5 TRILLION of #inflation. What a GRRREAT ""","['trumpscrewedus', 'inflation', 'republican']"
827,"""Starting just months after #Jan6th, #Putin began building up forces on the border. He saw the discord here,"" Vindman told The New York Times Magazine in an interview. ""He saw the huge opportunity presented by #DonaldTrump and his #Republican lackeys.""  ","['jan6th', 'putin', 'donaldtrump', 'republican']"
828," For my neighbors in #PA11 Congressional district, just remember that Lloyd and his #Republican cult leader passed the greatest increase in peacetime history deficit spending and plan to sunset Social Security and Medicare to pay for their corporate and billionaire tax cuts.","['pa11', 'republican']"
829,THAT's ALL YOU GOT So sad the state of the #SPINELESS #REPUBLICAN #HOUSEofREPRESENTATIVES 🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🇷🇺🐈  WHO's A GOOD GIRL #PUTINsGIRLS 💯🤪🇷🇺🇷🇺🇷🇺🇷🇺🐈 WE AGREE!  #RELEASEthePEEPEEtape 📼💽🎥 🇷🇺🇷🇺📼📼📼📼📼🇷🇺🇷🇺 #kgb #gru #putin #russiaINVADES while #GOP CRIES😭😭😭  ,"['spineless', 'republican', 'houseofrepresentatives', 'putinsgirls', 'releasethepeepeetape', 'kgb', 'gru', 'putin', 'russiainvades', 'gop']"
830,"Either you are #Democrat or #Republican, everyone loves to receive 11.67% (APY) #Compound interests on your #stablecoin deposits. Yes it is not fake, I've been using ","['democrat', 'republican', 'compound', 'stablecoin', 'iconfi']"
831,#Republican senators write bill to prohibit #Amnesty from receiving funds  ,"['republican', 'amnesty']"
832,This is insane. We are living in an insance asylum. Our #republican politicians are crazy and amoral. A significant minority of people don't know or care.,['republican']
833,"📣 New Podcast! ""CONK! News Daily - Apr. 11, '22"" on  #commentary #conservative #conversation #libertarian #news #politics #republican #truth  ","['commentary', 'conservative', 'conversation', 'libertarian', 'news', 'politics', 'republican', 'truth']"
834,Another Republican voter-fraud case ,['republican']
835,#Republican candidate quality control,['republican']
836,I've been grooming myself all along... #Grooming #addiction #Democrat #Republican #meme #deeznuts  ,"['grooming', 'addiction', 'democrat', 'republican', 'meme', 'deeznuts']"
837,#NFL leads to #TBI leads to #GOP.   This is what happens after too many traumatic brain injuries.   Herschel Walker babbles complete nonsense. A perfect #Republican.   ,"['nfl', 'tbi', 'gop', 'republican', 'republicansaretheproblem']"
838,"#Trump #NRA #Rubio #Republican  ""Uncle,"" said Emmeline, putting her hand in his, as she gazed  #rnc #rnc #RedState  ","['trump', 'nra', 'rubio', 'republican', 'rnc', 'rnc', 'redstate']"
839,That is one smart intelligent and sensible dog. clearly Far more  intelligent than the average #Republican voter #Republicans ,"['republican', 'republicans', 'gop']"
840,   Of course she did it's the #Republican way,['republican']
841,This is what #Republican #Trump #whitesupremacy #indoctrination sounds like.  I bet she thinks #God is white.  Republican goofballs losing their minds.,"['republican', 'trump', 'whitesupremacy', 'indoctrination', 'god']"
842,#Republican #republicantraitors Poetry like prose style site:My favorite #mythicalcreature? The #honest politician  ,"['republican', 'republicantraitors', 'mythicalcreature', 'honest']"
843,DO NOT VOTE for any #Republican they are hateful fear mongers. ,"['republican', 'tuesdayvibe']"
844,#Republican Senator Ted Cruz of Texas made headlines again this week when he appeared to be leaving a Montana airport and caused a scene  Continue reading at   | 10z viral,['republican']
845,"#2A #TrumpRally #Republican #RonaldRegan  now rang out, the type blazed at him with all its fires and with a  #sgp #2a #trump2020  ","['2a', 'trumprally', 'republican', 'ronaldregan', 'sgp', '2a', 'trump2020']"
846,#Republican Republicans are you paying attention?  ,['republican']
847,    Lismore. 's Katrina  #USA #Louisiana #Republican #Democrats #Elections2022  ,"['usa', 'louisiana', 'republican', 'democrats', 'elections2022']"
848,#Republican #Biden So Republicans inflamed about $3.5 million they claim Hunter Biden illegally paid. meanwhile...Jared Kushner's fund a received massive $2 billion shortly after he left his senior adviser role inTrump administration remarkably accommodating to the Saudis.  ,"['republican', 'biden']"
849,"ICYMI: ""Biden’s crisis of crises"" #trump #donaldtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics   Read the full article by  for the  here:  ","['trump', 'donaldtrump', 'republican', 'conservative', 'trump2024', 'maga', 'kag', 'usa', 'politics']"
850,"ICYMI: ""Biden is creating the worst illegal immigrant crisis ever"" #trump #donaldtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics   Read the full article by  for  here:  ","['trump', 'donaldtrump', 'republican', 'conservative', 'trump2024', 'maga', 'kag', 'usa', 'politics']"
851,"🚨  Trolls, bots, GOP Traitors, GQP, Russian Crime Syndicate started this ridiculous hashtag in yet another effort to divide the USA.   ***Their goal is to destroy the REPUBLIC***  Do not fall for the #Republican / #GOPRussianAssets / #Putins lies and propaganda.  ","['republican', 'goprussianassets', 'putins', 'bidenflation']"
852,Congressman  is a strong advocate for the people of Oklahoma's 3rd Congressional District. #trump #donaldtrump #republican #conservative #trump2024 #MAGA #KAG #usa ,"['trump', 'donaldtrump', 'republican', 'conservative', 'trump2024', 'maga', 'kag', 'usa', 'politics']"
853,"ICYMI: ""Lucas: Progressives prefer a charging RINO in the governor’s office—tough luck"" #trump #donaldtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics   Read the full article by Peter Lucas with the  here:  ","['trump', 'donaldtrump', 'republican', 'conservative', 'trump2024', 'maga', 'kag', 'usa', 'politics']"
854,"ICYMI: ""Jan. 6 Panel Defends Itself by Citing a Probe Pelosi Once Objected to"" #trump #donaldtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics   Read the full article by Jeff Rodack with  here:  ","['trump', 'donaldtrump', 'republican', 'conservative', 'trump2024', 'maga', 'kag', 'usa', 'politics']"
855,"ICYMI: “Kemp, Duncan Block Key Election Integrity Bill to Unseal Ballots” #trump #donaldtrump #republican #conservative #trump2024 #MAGA #KAG #usa #politics   For the Great State of Georgia voters.  deceived you and let you down. Vote for !  ","['trump', 'donaldtrump', 'republican', 'conservative', 'trump2024', 'maga', 'kag', 'usa', 'politics']"
856,"Is the Unselect Committee of January 6th going to see the movie that was just released by Citizens United, called “Rigged,”- #trump #donaldtrump #republican #conservative #trump2024 #MAGA #KAG #usa ","['trump', 'donaldtrump', 'republican', 'conservative', 'trump2024', 'maga', 'kag', 'usa', 'politics']"
857,"So being a #Republican means NO freedom of speech/thought# Just follow #cult, else you’re a #RINO.  Closed-minded. 🤦‍♂️","['republican', 'cult', 'rino']"
858,"I am in #Florida.  I don’t want anyone to think I am a #republican #DeSantis or TFG supporter. Over 90% of people in Florida do not mask. #CovidIsNotOver   I #WearAMask daily! 😊  I have an autoimmune disease, sarcoidosis. I am #vaxxed &amp; ","['florida', 'republican', 'desantis', 'covidisnotover', 'wearamask', 'vaxxed', 'boosted']"
859,Another #Republican is now a convicted #Pedophile   #RepublicansAreTheProblem  #RepublicansAreDestroyingAmerica  #RepublicansMolestChildren  ,"['republican', 'pedophile', 'republicansaretheproblem', 'republicansaredestroyingamerica', 'republicansmolestchildren', 'childmolestation']"
860,Another example NOT TO VOTE for any #Republican they aren’t working for WE THE PEOPLE. #MondayMotivation ,"['republican', 'mondaymotivation', 'tuesdayvibe']"
861,A federal judge has indicated that an attempt to stop the far-right #Republican congresswoman #MarjorieTaylorGreene running for re-election will be allowed to proceed.,"['republican', 'marjorietaylorgreene']"
862,Americas two party system is better than a dictatorship…but not that much better. #Elections #VotePurple #Moderate #UTPol #Democrat ,"['elections', 'votepurple', 'moderate', 'utpol', 'democrat', 'republican']"
863,This is a Republican that doesn't bow to Trumpism.   #Republican #Democrat #Politics #America #Trump #Trumpism #Red #Blue #January6th #January6thInsurrection #TrumpCoupAttempt #TrumpIsATraitor   ,"['republican', 'democrat', 'politics', 'america', 'trump', 'trumpism', 'red', 'blue', 'january6th', 'january6thinsurrection', 'trumpcoupattempt', 'trumpisatraitor']"
864, Typical #Republican ,"['republican', 'period']"
865,Since the US is not a democracy anyway. Would you consider supporting a sortition style government? Random seating of representatives from eligible population gets cross section of population. #democracyactionplan  Not  #Republican #Democrats choice. Just people.,"['democracyactionplan', 'republican', 'democrats']"
866,The #Republican Party voted to #impeach #President #Trump. Twice. We're done being fooled by the illusion of choice &amp; change...,"['republican', 'impeach', 'president', 'trump']"
867,"#MSDNC's #MorningJoe is eating the #Democrats. This is why ""They"" own both parties. When one side loses faith in the public's eyes, herd the masses to controlled opposition to make them feel a little safer. The #Republican Party won't discuss the 2020 #ElectionFraud. ... 👇  ","['msdnc', 'morningjoe', 'democrats', 'republican', 'electionfraud']"
868,There’s a Richard Irving #Republican ad that I keep seeing that makes me throw up a little each time.   Protect your stomach 🤢,['republican']
869,"Best Explanation of #Inflation and #GasPrices I've heard so far. #democrat #republican #Biden #maga #foxnews #CNN #MSNBC #moron #stupid #VoteBlueIn2022 #Trending #TrendingNews   Rallygoer Whines About Spending $30,000 To #Follow #Trump.   via ","['inflation', 'gasprices', 'democrat', 'republican', 'biden', 'maga', 'foxnews', 'cnn', 'msnbc', 'moron', 'stupid', 'votebluein2022', 'trending', 'trendingnews', 'follow', 'trump']"
870,#Republican causes food shortage.,['republican']
871,"My Bio says it, we're #Conservative and soon we will all realize that there's nothing for us #Hispanics and #Latinos and #Mexicans in the #Democrat Party.  needs to focus and put some Spanish speaking figures out there. #Republican #MAGA #Republicans   ","['conservative', 'hispanics', 'latinos', 'mexicans', 'democrat', 'republican', 'maga', 'republicans']"
872,What is your guess on the inflation numbers being released tomorrow?  #inflation #Bidenflation #bls #economy #Republican #Democrat #governmentspending ,"['inflation', 'bidenflation', 'bls', 'economy', 'republican', 'democrat', 'governmentspending', 'bigtech']"
873,"Are you paying attention, people? All of his promises were nothing but lies. 74 million of you fell for it. Aren't you tired?  #Americans #America #American #Republicans #Republican #RepublicanParty #seniors #women #Veterans #AmericaWakeUp  ⬇️⬇️⬇️⬇️","['americans', 'america', 'american', 'republicans', 'republican', 'republicanparty', 'seniors', 'women', 'veterans', 'americawakeup']"
874,#FoxNews #Hannity #CNN #RNC #Dems #Resist #VoteBlue #CNN #Republican #blacktwitter The Saudi Chain Saw Prince gives Jarad Kushner two billion dollars and not a peep from a single Republican. Hypocrites all.  ,"['foxnews', 'hannity', 'cnn', 'rnc', 'dems', 'resist', 'voteblue', 'cnn', 'republican', 'blacktwitter']"
875, So  what about the documented $2 billion #JaredKushner  got from #Saudi and #MBS. What are the #Republican covering up? ,"['jaredkushner', 'saudi', 'mbs', 'republican']"
876,All the coup kids are voting #Republican this year,['republican']
877,"  Yes, Sir. But it's also because you were a #Democrat and switched to the #Republican camp. Worse by #Liberal standards...","['democrat', 'republican', 'liberal']"
878," Science, compassion and humanity all in one!  In other news for  ( Leader of #Distractions)…   WHEN is  going to investigate this extremely shady &amp; possibly illegal #JaredKushner situation?? #GOPHypocrisy #GOPTraitors ","['distractions', 'jaredkushner', 'gophypocrisy', 'goptraitors', 'republican']"
879,"How can the useless #DemocraticParty, “led” by ’s puppet, , be so inept?  All the more reason for every #union worker to vote #Republican and kick out all #Democrats.  ","['democraticparty', 'union', 'republican', 'democrats']"
880,  #HerschelWalker #FootBallLegend  #Republican  “Are you thinking about voting for Herschel Walker?”  Viewer Discretion is Advised:  ,"['herschelwalker', 'footballlegend', 'republican']"
881,"Very concerned, is the #Republican #Agenda to stop #AfricanAmerican's from voting?      #Democrats #Capital ","['republican', 'agenda', 'africanamerican', 'democrats', 'capital']"
882,Justice Brown promises to legislate from the bench based on color. Oh wait. Judges don't legislate. ,['republican']
884,#Putins butchers used Chemical Weapons #Russian #Soldiers are disgusting mindless murderers  #MondayMotivation #GOP #Republican ,"['putins', 'russian', 'soldiers', 'mondaymotivation', 'gop', 'republican', 'maga']"
885,How #Putin purchased the #Republican party  Cheap #Putin the insane Terrorist is still at War with #America  #Republican ,"['putin', 'republican', 'putin', 'america', 'republican', 'maga']"
887,All #Racists are #Republican  That says a lot about the new ,"['racists', 'republican', 'gop']"
888,The Best Sustainable Tech: Awesome for the Environment and You   #foxnews #republican #politics #liberal #democrat #capitalism #business #entrepreneur #marketing #digitalmarketing #investment #socialmedia #technology #tech #ai #digital #robotics #techno #it  ,"['foxnews', 'republican', 'politics', 'liberal', 'democrat', 'capitalism', 'business', 'entrepreneur', 'marketing', 'digitalmarketing', 'investment', 'socialmedia', 'technology', 'tech', 'ai', 'digital', 'robotics', 'techno', 'it']"
889,Another #Republican Crazy terrorist found Guilty. These #Republicans thugs that tried to overthrow the #American government. #Conservative #MAGA ,"['republican', 'republicans', 'american', 'conservative', 'maga', 'gop']"
890,Something many can agree on!    on where the #Democratic and #Republican parties have both gone wrong on 3 Takeaways #podcast:     #government #Trump #Biden  ,"['democratic', 'republican', 'podcast', 'government', 'trump', 'biden']"
891," That's all the #Republican voters, and the Republicans themselves!",['republican']
892,"., if #Iowa's Real #GDP is not only negative, but also the lowest in the 50 United States, how can you even use the word ""leading""....Must be some kind of #Republican math.","['iowa', 'gdp', 'republican']"
893,"  makes specific reference to filing lawsuits and advocating recounts to prevent certain swing states from certifying their results, as well as having a handful of #Republican state houses put forward slates of fake ""Trump electors."" #Trump   ","['republican', 'trump']"
894, #Georgia pay attention. Don't give another #kkkorupt #Republican your vote. #VoteBlueIn2022 ,"['georgia', 'kkkorupt', 'republican', 'votebluein2022', 'warnock4ga']"
895,#Louisiana #Republican arrested for covering kids' mouths in packing tape lays blame on 'disruptive' students  ,"['louisiana', 'republican']"
